"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.10447.18","10447-18",3,"SL018138","Polyadenylate-binding protein 3","PABP3","Q9H361","5042","PABPC3","Human","RFU","Protein","20",2916.5,2916.5,1.07330806,1.01053325,1.0655049,0.958,1.08243023,1.004,1.05095312,1.003,"PASS",1.057,1,2350,0.2
"seq.10449.31","10449-31",3,"SL008887","Protein shisa-2 homolog","TMM46","Q6UWI4","387914","SHISA2","Human","RFU","Protein","20",3535.2,3535.2,1.24164091,1.36346807,0.93598094,1.2,1.04855406,0.819,0.85768354,0.914,"PASS",0.816,0.944,2071.7,0.2
"seq.10451.11","10451-11",3,"SL008914","Nucleobindin-1","NUCB1","Q02818","4924","NUCB1","Human","RFU","Protein","0.5",2157.6,2157.6,0.97712966,0.93080242,1.02528036,0.993,1.00827141,0.959,0.91184177,1.021,"PASS",0.992,0.957,1740,0.005
"seq.10452.24","10452-24",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",864.4,864.4,1.26819249,1.22766652,1.06361511,1.055,1.12860687,0.85,1.27492625,0.851,"PASS",0.847,0.853,477.9,0.2
"seq.10453.7","10453-7",3,"SL018233","Carcinoembryonic antigen-related cell adhesion molecule 20","CEA20","Q6UY09","125931","CEACAM20","Human","RFU","Protein","20",133.2,133.2,1.040625,1.00985595,1.00909091,0.966,0.96451846,0.917,1.07854251,0.918,"PASS",0.944,0.903,77.2,0.2
"seq.10454.99","10454-99",3,"SL018290","DnaJ homolog subfamily C member 16","DJC16","Q9Y2G8","23341","DNAJC16","Human","RFU","Protein","20",258.5,258.5,0.91894774,0.95705294,0.93795356,0.963,0.95281976,1.062,1.01491951,1.02,"PASS",1.038,1.05,208.6,0.2
"seq.10455.196","10455-196",3,"SL004678","Interleukin-31","IL-31","Q6EBC2","386653","IL31","Human","RFU","Protein","20",726.4,726.4,1.02065477,0.98964578,1.01099513,1.014,1.00832871,1.045,0.95856426,1.06,"PASS",1.093,1.073,632,0.2
"seq.10457.3","10457-3",3,"SL004861","Interleukin-18 receptor accessory protein","IL-18 Rb","O95256","8807","IL18RAP","Human","RFU","Protein","20",639.5,639.5,1.0461312,1.02813505,1.00031284,0.994,1.03949935,0.898,1.07065126,0.853,"PASS",0.922,0.873,335.2,0.2
"seq.10460.1","10460-1",3,"SL006029","Chitotriosidase-1","Chitotriosidase-1","Q13231","1118","CHIT1","Human","RFU","Protein","20",2335.8,2335.8,1.02912279,1.00672356,0.94014892,0.96,0.86829486,0.809,0.96752547,0.99,"PASS",0.913,0.914,1357.7,0.2
"seq.10461.57","10461-57",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",216.9,216.9,0.95677106,0.98725535,0.93896104,1.014,0.94263364,0.979,0.91480388,1.027,"PASS",0.983,1.013,168.8,0.2
"seq.10462.14","10462-14",3,"SL012880","Insulin-like peptide INSL5","INSL5","Q9Y5Q6","10022","INSL5","Human","RFU","Protein","20",526.5,526.5,0.98172665,0.9472832,0.90775862,1.033,0.9513914,0.941,0.83770883,1.006,"PASS",0.994,0.905,313.2,0.2
"seq.10463.23","10463-23",3,"SL002514","Intestinal-type alkaline phosphatase","Alkaline phosphatase, intestine","P09923","248","ALPI","Human","RFU","Protein","20",1038.4,1038.4,1.06317191,0.97192063,1.00415821,1.097,1.03097697,0.969,1.03056769,0.997,"PASS",0.978,1.004,659,0.2
"seq.10464.6","10464-6",3,"SL008696","Anthrax toxin receptor 1","ANTR1","Q9H6X2","84168","ANTXR1","Human","RFU","Protein","20",1914.2,1914.2,1.12593377,0.88187598,1.01683931,0.994,1.11316585,1.043,0.99989553,1.015,"PASS",1.06,1.041,1390.2,0.2
"seq.10467.58","10467-58",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",548.6,548.6,0.93506051,0.92481457,0.89625878,0.904,0.90842855,0.95,0.97390378,0.954,"PASS",0.921,0.873,374.3,0.2
"seq.10470.34","10470-34",3,"SL026024","Thioredoxin domain-containing protein 11:C-term","TXD11:N-term","Q6PKC3","51061","TXNDC11","Human","RFU","Protein","20",479.8,479.8,1.63252807,1.18293886,1.30380435,1.029,1.21100454,0.7,1.55931102,0.909,"FLAG",0.763,0.736,254.3,0.2
"seq.10471.25","10471-25",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",820.6,820.6,1.01647467,0.98629808,0.97888584,0.996,0.92316346,1.013,0.93590328,0.973,"PASS",1.007,0.962,403,0.2
"seq.10472.53","10472-53",3,"SL004145","Tumor necrosis factor receptor superfamily member 14","HVEM","Q92956","8764","TNFRSF14","Human","RFU","Protein","20",1568.8,1568.8,1.23693133,1.19074004,1.02730666,1.141,1.13928831,0.88,1.20593435,0.883,"FLAG",0.799,0.827,904.2,0.2
"seq.10473.2","10473-2",3,"SL002602","Trefoil factor 2","Trefoil factor 2","Q03403","7032","TFF2","Human","RFU","Protein","20",416.7,416.7,1.05895807,1.00482276,1.04724805,0.941,1.0311804,1.001,1.02132353,0.985,"PASS",0.97,0.942,193.2,0.2
"seq.10476.23","10476-23",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",6572.7,6572.7,1.00472347,0.92837368,0.99068506,0.99,1.11089139,1.055,1.03595183,1.005,"PASS",1.102,0.953,5186.8,0.2
"seq.10477.162","10477-162",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",598.2,598.2,2.31322506,1.4723111,1.80452489,1.025,1.5952,0.342,2.15723044,1.111,"FLAG",0.566,0.746,335.1,0.2
"seq.10479.18","10479-18",3,"SL000645","Stromelysin-2","MMP-10","P09238","4319","MMP10","Human","RFU","Protein","20",3488.1,3488.1,0.96827115,0.93033366,0.94947873,0.945,0.863669,1.03,0.97708619,1.041,"PASS",1.03,1.002,2883.7,0.2
"seq.10480.33","10480-33",3,"SL004557","CD59 glycoprotein","CD59","P13987","966","CD59","Human","RFU","Protein","20",835.8,835.8,1.04149533,1.01914401,1.03007148,0.958,1.03466205,0.966,1.02753873,0.973,"PASS",0.977,0.957,614,0.2
"seq.10485.56","10485-56",3,"SL005064","Melanoma-associated antigen 4","MAGE-4","P43358","4103","MAGEA4","Human","RFU","Protein","20",69.2,69.2,2.87136929,1.06461538,2.07807808,0.729,1.41803279,0.314,1.91689751,1.024,"FLAG",0.582,0.803,52.2,0.2
"seq.10489.19","10489-19",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",174.2,174.2,1.25594809,1.17941774,1.08198758,0.945,1.04373877,0.863,1.30879038,0.924,"PASS",0.945,0.838,106.8,0.2
"seq.10490.3","10490-3",3,"SL025976","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain","RPN1:CD","P04843","6184","RPN1","Human","RFU","Protein","20",4094.1,4094.1,1.01924417,0.99315916,1.03782098,0.988,1.01151328,1.034,1.09141075,1.012,"PASS",1.058,1.019,2810.1,0.2
"seq.10491.21","10491-21",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",1611.4,1611.4,0.87206408,0.83147575,0.77237214,0.8,0.76210745,0.871,0.90406194,0.772,"FLAG",0.762,0.805,761,0.2
"seq.10494.48","10494-48",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",310.8,310.8,0.83570852,0.89982629,0.85619835,1.004,0.85951327,0.973,0.76457565,0.98,"PASS",0.953,0.988,224.6,0.2
"seq.10495.10","10495-10",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",227.2,227.2,0.93961952,0.9277256,0.93729373,0.996,0.95182237,0.975,0.96352841,0.977,"PASS",1,0.961,157.4,0.2
"seq.10496.11","10496-11",3,"SL009322","Calcium-activated chloride channel regulator 1","CaCC","A8K7I4","1179","CLCA1","Human","RFU","Protein","20",766,766,0.92078375,0.89371135,0.87223867,0.97,0.89266985,1.027,0.84706403,1.038,"PASS",1.014,1.081,838.3,0.2
"seq.10497.242","10497-242",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",475.9,475.9,1.0545092,1.05967491,1.00021017,0.975,1.02897297,0.866,0.97720739,0.936,"PASS",0.9,0.949,269.3,0.2
"seq.10499.1","10499-1",3,"SL008733","Transmembrane protein 106A","T106A","Q96A25","113277","TMEM106A","Human","RFU","Protein","20",275.9,275.9,1.05993085,1.02260934,0.98570918,0.914,1.00145191,0.984,1.06197075,0.967,"PASS",0.982,0.952,161.4,0.2
"seq.10501.3","10501-3",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",48.8,48.8,2.97560976,1.20197044,1.94422311,0.811,1.37464789,0.382,2.31279621,0.991,"FLAG",0.534,0.54,29.8,0.2
"seq.10502.15","10502-15",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",710.7,710.7,1.06936503,1.10649229,0.99551758,0.951,1.02303152,0.863,1.04269366,0.908,"PASS",0.873,0.877,447.4,0.2
"seq.10503.55","10503-55",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",993,993,1.12674458,1.09748011,0.90817633,1.006,1.01378254,0.939,0.94824293,0.927,"PASS",0.896,0.948,604.7,0.2
"seq.10504.6","10504-6",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",313.1,313.1,0.86396247,0.90048893,0.78707893,1.027,0.83896034,0.987,0.66645381,1.034,"PASS",0.952,1.058,251.4,0.2
"seq.10505.12","10505-12",3,"SL018629","E3 ubiquitin-protein ligase RNF43","RNF43","Q68DV7","54894","RNF43","Human","RFU","Protein","20",1012.9,1012.9,0.97600694,0.9394361,0.89399823,0.969,0.90469811,0.97,0.80741331,0.966,"PASS",0.956,0.964,620.6,0.2
"seq.10506.53","10506-53",3,"SL007962","Membrane-associated progesterone receptor component 2","PGRC2","O15173","10424","PGRMC2","Human","RFU","Protein","20",1437.7,1437.7,1.0410572,1.07789774,1.05612282,0.969,1.06307306,0.96,1.04811548,0.979,"PASS",0.957,0.963,770.4,0.2
"seq.10507.166","10507-166",3,"SL009308","Acrosomal protein SP-10","sperm protein 10","P26436","56","ACRV1","Human","RFU","Protein","20",302.3,302.3,0.9452783,0.98436991,0.88859494,1.066,0.9196836,1.001,0.89756532,1.071,"PASS",1.068,1.076,305.8,0.2
"seq.10510.62","10510-62",3,"SL018612","SLP adapter and CSK-interacting membrane protein","SCIMP","Q6UWF3","388325","SCIMP","Human","RFU","Protein","20",256.1,256.1,0.85910768,0.89047288,0.83939692,1.037,0.8441002,1.079,0.77394983,1.11,"PASS",1.071,1.147,317.3,0.2
"seq.10511.10","10511-10",3,"SL025821","Collagen alpha-3(VI) chain:isoform 3","Collagen alpha-3(VI):isoform 3","P12111","1293","COL6A3","Human","RFU","Protein","0.5",796.9,796.9,3.57675045,1.01554734,1.81733181,0.943,1.59827517,0.257,2.18089765,1.072,"FLAG",0.487,0.567,548.4,0.005
"seq.10512.13","10512-13",3,"SL025888","Cytokine receptor common subunit beta:Extracellular domain","IL3RB:ECD","P32927","1439","CSF2RB","Human","RFU","Protein","20",323.9,323.9,0.90022235,0.92728314,0.8954935,1.02,0.87777778,1,0.83414885,1.009,"PASS",1.009,1.016,220.2,0.2
"seq.10513.13","10513-13",3,"SL018613","Calsenilin","CSEN","Q9Y2W7","30818","KCNIP3","Human","RFU","Protein","20",1330.3,1330.3,1.18364623,1.11771131,1.112105,1.02,1.11883936,1.09,1.221243,1.046,"PASS",1.046,1.031,689.1,0.2
"seq.10514.5","10514-5",3,"SL005360","Prostaglandin-H2 D-isomerase","PGD2 synthase","P41222","5730","PTGDS","Human","RFU","Protein","0.5",12951.2,12951.2,1.14526241,1.11397631,1.19578605,1.013,1.31821513,1.024,1.11948413,1.03,"PASS",1.066,1,10391.5,0.005
"seq.10516.53","10516-53",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",92,92,0.93023256,0.89407191,0.91908092,0.987,0.87702574,1.002,0.87203791,1.023,"PASS",1.007,1.028,63.8,0.2
"seq.10518.14","10518-14",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",128.1,128.1,0.90530035,0.92224622,0.92893401,0.985,0.86965377,1.009,0.91044776,1.03,"PASS",1.053,1.003,95.5,0.2
"seq.10521.10","10521-10",3,"SL025939","Matrix-remodeling-associated protein 8:Extracellular domain","MXRA8:ECD","Q9BRK3","54587","MXRA8","Human","RFU","Protein","0.5",610.8,610.8,0.91409758,0.91835814,0.94697674,1.013,0.91136974,1.012,0.85750386,1.033,"PASS",1.026,0.997,507.8,0.005
"seq.10522.167","10522-167",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",7042.5,7042.5,1.28832504,1.22068535,1.01501809,1.229,1.12548543,1.044,1.2551015,0.84,"FLAG",0.907,0.85,3530.1,0.2
"seq.10527.22","10527-22",3,"SL013075","ATP-dependent RNA helicase A","DHX9","Q08211","1660","DHX9","Human","RFU","Protein","20",285.5,285.5,1.11176012,1.10402166,1.01493068,1.002,1.024399,0.962,1.21541081,0.891,"PASS",0.968,0.884,159.8,0.2
"seq.10528.2","10528-2",3,"SL008734","Dipeptidase 1","DPEP1","P16444","1800","DPEP1","Human","RFU","Protein","20",430,430,1.07661492,1.07151757,1.02307875,0.976,1.03043374,0.986,1.0447036,0.983,"PASS",0.952,0.978,286.1,0.2
"seq.10529.19","10529-19",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",475.9,475.9,0.91607315,0.93884395,0.83476583,0.994,0.86511543,0.946,0.75015763,0.998,"PASS",0.936,1.012,337.1,0.2
"seq.10530.8","10530-8",3,"SL016414","Proteasome subunit beta type-6","PSB6","P28072","5694","PSMB6","Human","RFU","Protein","20",552.8,552.8,1.00036193,0.97547203,0.93016995,1.05,0.94141689,0.982,0.91055839,1.031,"PASS",0.98,1.012,361.1,0.2
"seq.10531.18","10531-18",3,"SL010845","GTPase NRas","RASN","P01111","4893","NRAS","Human","RFU","Protein","20",3259.9,3259.9,1.06490919,1.07523583,1.07293552,1.097,1.08323918,1.164,1.08460873,1.122,"PASS",1.129,1.128,2314.8,0.2
"seq.10533.1","10533-1",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",409.4,409.4,1.22721823,1.29885787,1.1306269,1.096,1.0923159,0.81,1.46371112,0.854,"FLAG",0.888,0.779,211.8,0.2
"seq.10534.40","10534-40",3,"SL025953","Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian","PARP:BRCT domain","P09874","142","PARP1","Human","RFU","Protein","20",449.2,449.2,1.01285231,1.0094382,0.93680918,0.989,0.95819113,0.944,0.91115619,1.012,"PASS",0.963,1.014,363.6,0.2
"seq.10535.25","10535-25",3,"SL018731","Cytochrome c oxidase subunit 6A2, mitochondrial","CX6A2","Q02221","1339","COX6A2","Human","RFU","Protein","20",615.6,615.6,1.04197698,0.99579424,1.0455163,0.903,1.05338809,0.895,1.0628453,0.896,"PASS",0.865,0.889,194.5,0.2
"seq.10539.30","10539-30",3,"SL014293","CD99 antigen-like protein 2","C99L2","Q8TCZ2","83692","CD99L2","Human","RFU","Protein","20",827.2,827.2,1.16786672,1.1519287,1.07834702,0.961,1.10558674,0.99,1.20829682,0.976,"PASS",0.956,0.942,483.9,0.2
"seq.10546.2","10546-2",3,"SL012744","Thrombospondin-type laminin G domain and EAR repeat-containing protein","TSEAR","Q8WU66","54084","TSPEAR","Human","RFU","Protein","20",917.7,917.7,1.08385497,1.08925816,1.01526718,1.096,1.03496109,0.839,1.10766445,0.948,"PASS",0.842,0.831,739.1,0.2
"seq.10547.42","10547-42",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",558.5,558.5,1.05258198,1.05536659,1.03387634,1.011,1.01471657,1.012,1.031966,1.028,"PASS",1.028,1.033,442.2,0.2
"seq.10548.35","10548-35",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",2203.4,2203.4,1.21593731,1.1017,1.17885613,0.953,1.206417,0.974,1.26392474,0.996,"PASS",1.048,0.991,1554.6,0.2
"seq.10550.37","10550-37",3,"SL004132","Bone morphogenetic protein receptor type-1B","BMP RIB","O00238","658","BMPR1B","Human","RFU","Protein","20",644.2,644.2,1.09408967,1.06938911,0.9805175,1.003,1.05192685,0.929,1.05330281,0.899,"PASS",0.856,0.876,331.3,0.2
"seq.10551.7","10551-7",3,"SL007008","Linker for activation of T-cells family member 1","LAT","O43561","27040","LAT","Human","RFU","Protein","20",4728.4,4728.4,0.93583502,0.98945342,0.96513717,1.088,0.95372948,1.114,0.95092913,1.094,"PASS",1.169,1.134,5038.8,0.2
"seq.10552.88","10552-88",3,"SL017983","NKG2-F type II integral membrane protein","NKG2F","O43908","8302","KLRC4","Human","RFU","Protein","20",667.3,667.3,1.06768,0.94908263,0.96208189,0.934,1.01382558,0.961,0.94131753,1.016,"PASS",0.964,0.928,626.5,0.2
"seq.10553.8","10553-8",3,"SL017988","Torsin-1A-interacting protein 2","TOIP2","Q8NFQ8","163590","TOR1AIP2","Human","RFU","Protein","20",2841.4,2841.4,1.11611281,1.0651522,1.07433454,1.013,1.09842276,1.025,1.17089051,1.031,"PASS",1.023,1.014,2152.4,0.2
"seq.10554.23","10554-23",3,"SL009072","Beta-galactosidase","BGAL","P16278","2720","GLB1","Human","RFU","Protein","20",68.4,68.4,1.84366577,0.93442623,1.77662338,0.958,1.23913043,0.399,1.68058968,1.072,"FLAG",0.693,0.895,35.2,0.2
"seq.10557.6","10557-6",3,"SL018003","Testis-expressed sequence 29 protein","TEX29","Q8N6K0","121793","TEX29","Human","RFU","Protein","0.5",1100.8,1100.8,0.94286938,0.96875825,1.03780522,0.984,1.08431836,1.053,0.91345117,1.006,"PASS",0.969,0.984,877.4,0.005
"seq.10558.26","10558-26",3,"SL008436","Protocadherin-9","PCDH9","Q9HC56","5101","PCDH9","Human","RFU","Protein","20",4779.6,4779.6,0.90815124,0.87970257,0.9619224,1.013,0.86612061,1.082,0.93358856,1.036,"PASS",1.06,1.073,3908.9,0.2
"seq.10560.1","10560-1",3,"SL025895","Integral membrane protein 2C:N-term","ITM2C:N-term","Q9NQX7","81618","ITM2C","Human","RFU","Protein","20",434.9,434.9,1.22265954,1.16221272,1.13639927,0.92,1.10352702,0.871,1.21514389,0.918,"PASS",0.904,0.918,218.3,0.2
"seq.10561.5","10561-5",3,"SL004512","Peptidoglycan recognition protein 3","PGRP-I-alpha","Q96LB9","114771","PGLYRP3","Human","RFU","Protein","20",941.2,941.2,1.29356789,1.21554953,1.18345279,0.944,1.14612762,0.884,1.35874116,0.892,"PASS",0.903,0.831,514.1,0.2
"seq.10562.42","10562-42",3,"SL015086","Neuropilin and tolloid-like protein 2","NETO2","Q8NC67","81831","NETO2","Human","RFU","Protein","20",1315.3,1315.3,0.79182469,0.84672332,0.81873638,1.02,0.82624537,1.116,0.90194062,1.009,"PASS",1.101,1.031,706.7,0.2
"seq.10563.13","10563-13",3,"SL018021","LysM and putative peptidoglycan-binding domain-containing protein 3","LYSM3","Q7Z3D4","116068","LYSMD3","Human","RFU","Protein","20",209.8,209.8,0.98497653,1.00382775,0.96326905,0.994,0.95407003,0.948,0.97039778,0.979,"PASS",0.989,0.973,145.2,0.2
"seq.10565.19","10565-19",3,"SL017951","SLIT and NTRK-like protein 3","SLIK3","O94933","22865","SLITRK3","Human","RFU","Protein","20",4692.9,4692.9,0.96371365,0.91285573,1.0070817,1.042,0.94861636,0.993,0.93198157,1.052,"PASS",1.085,1.023,4010.3,0.2
"seq.10569.28","10569-28",3,"SL012443","Microfibrillar-associated protein 2","MFAP2","P55001","4237","MFAP2","Human","RFU","Protein","0.5",1153,1153,0.99947989,1.04827712,1.05605422,0.978,1.01407212,0.913,0.97373533,1.012,"PASS",1.011,0.948,1067.6,0.005
"seq.10571.14","10571-14",3,"SL018096","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","MGAT1","P26572","4245","MGAT1","Human","RFU","Protein","20",582.4,582.4,0.98461538,0.90617707,0.95319149,0.973,0.95868313,1.027,0.99419597,0.978,"PASS",1.036,0.999,373.6,0.2
"seq.10572.65","10572-65",3,"SL012372","Cystatin-8","CST8","O60676","10047","CST8","Human","RFU","Protein","20",10734.5,10734.5,1.08774294,1.0522369,1.11673463,1.121,0.98023907,1.048,1.17251587,0.999,"PASS",1.107,0.957,7792.4,0.2
"seq.10574.10","10574-10",3,"SL000283","Beta-2-microglobulin","b2-Microglobulin","P61769","567","B2M","Human","RFU","Protein","20",1548.8,1548.8,0.94710451,0.90769501,0.96324398,0.989,0.99896801,1.084,1.03960263,1.023,"PASS",1.139,1.031,1522.5,0.2
"seq.10575.31","10575-31",3,"SL018139","Poly(U)-binding-splicing factor PUF60","PUF60","Q9UHX1","22827","PUF60","Human","RFU","Protein","20",4897.4,4897.4,0.9705894,0.99093521,1.0030928,1.022,0.99542674,1.089,1.02144079,1.05,"PASS",1.097,1.07,4008.8,0.2
"seq.10576.7","10576-7",3,"SL025965","Plexin domain-containing protein 2:Extracellular domain","PXDC2:ECD","Q6UX71","84898","PLXDC2","Human","RFU","Protein","0.5",662.5,662.5,0.78963051,0.8588281,0.86072496,1.043,0.84664537,1.052,0.77169482,1.052,"PASS",1.051,1,560.9,0.005
"seq.10580.14","10580-14",3,"SL012586","Surfactant-associated protein 2","SFTA2","Q6UW10","389376","SFTA2","Human","RFU","Protein","20",492.4,492.4,1.17461832,1.12010919,1.09935253,0.97,1.07769753,0.906,1.21520237,0.92,"PASS",0.978,0.913,297,0.2
"seq.10582.36","10582-36",3,"SL018286","Protein O-mannose kinase","SG196","Q9H5K3","84197","POMK","Human","RFU","Protein","20",425.1,425.1,1.16179284,1.06009975,0.9867688,0.889,0.96024396,0.805,1.0961836,0.886,"PASS",0.862,0.855,265.5,0.2
"seq.10583.1","10583-1",3,"SL018282","Transmembrane protein 108","TM108","Q6UXF1","66000","TMEM108","Human","RFU","Protein","20",571.5,571.5,1.06010017,1.06882364,1.08054453,0.972,1.05970703,1.01,1.09357061,1.027,"PASS",1.087,1.106,2782.1,0.2
"seq.10584.7","10584-7",3,"SL018289","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial","NDUS4","O43181","4724","NDUFS4","Human","RFU","Protein","20",4286.9,4286.9,1.19186499,0.96944821,1.15787057,0.957,1.22559895,1.045,0.97529291,1.006,"PASS",1.034,0.984,2745.2,0.2
"seq.10588.39","10588-39",3,"SL011395","Lactosylceramide alpha-2,3-sialyltransferase","SIAT9","Q9UNP4","8869","ST3GAL5","Human","RFU","Protein","20",535.6,535.6,0.98910434,1.01767053,0.96539293,0.983,0.97665937,0.973,0.97364116,0.99,"PASS",0.953,0.946,287.1,0.2
"seq.10589.7","10589-7",3,"SL018354","Retinoic acid early transcript 1L protein","RET1L","Q5VY80","154064","RAET1L","Human","RFU","Protein","20",641.9,641.9,1.03133033,1.01791944,1.0385051,0.986,0.98617299,0.918,1.01502214,1.025,"PASS",0.999,0.998,332,0.2
"seq.10593.14","10593-14",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",166.2,166.2,2.02189781,1.31383399,1.48128342,0.944,1.25244913,0.429,2.05693069,0.884,"FLAG",0.543,0.533,73.8,0.2
"seq.10600.24","10600-24",3,"SL017410","Calmegin","CLGN","O14967","1047","CLGN","Human","RFU","Protein","0.5",5995.8,5995.8,1.32255432,1.0480702,1.17652368,0.871,1.10864983,0.753,0.95340924,1.01,"FLAG",0.871,0.946,5357.1,0.005
"seq.10603.1","10603-1",3,"SL012419","Histatin-3","HIS3","P15516","3347","HTN3","Human","RFU","Protein","20",1649.2,1649.2,1.32083934,1.24769254,1.24270967,1.004,1.17464387,1.028,1.25931582,0.994,"PASS",1.064,1.016,1194.3,0.2
"seq.10605.22","10605-22",3,"SL004748","Adipocyte plasma membrane-associated protein","APMAP","Q9HDC9","57136","APMAP","Human","RFU","Protein","20",180.6,180.6,0.80986547,0.84392523,0.82203004,1.024,0.81571816,1.045,0.85148515,1.042,"PASS",1.051,1.073,127.4,0.2
